Python 2.4 和 2.5 的新式 print 函数。,The new-style print function for Python 2.4 and 2.5.
引发异常,Reraise an exception.
创建带有元类的基类。,Create a base class with a metaclass.
用于创建元类的类装饰器。,Class decorator for creating a class with a metaclass.
分析 OCAF 文档结构的类。,A class that analyzes the structure of an OCAF document.
提供文档或 STEP 文件名中的一个。,Supply one or the other: document or STEP filename.
读取 STEP 文件并返回 <TDocStd_Document>。,Read STEP file and return <TDocStd_Document>.
单个三角形的关联数据,Associated data for a single triangle
检查所有三角形是否重叠。如果没有发现则返回无,Check all tris for overlap. Return None if none found
删除所有面积为零的三角形,Remove all tris with zero area
删除所有重复的三角形,Remove all duplicate tris
使相同位置的顶点相同，更新三角形,"Make verts in identical locations the same, update tris"
假设：空 BMesh,ASSUMPTION: empty BMesh
 生长 UV 选区 , Grow UV selection 
 将 UV 选区扩展到面 , Grow UV selection to faces 
 与美化面基本相同 , Basically the same as beautify faces 
 计算指定网格的曲率 , Calculates curvature for specified mesh 
 计算指定网格的曲率向量 , Calculates curvature vectors for specified mesh 
" 在网格拓扑上平滑数据 [0, 1] 中的变量 "," Smooths variables in data [0, 1] over the mesh topology "
" 数据 [0, 1] 网格拉普拉斯 "," Data [0, 1] mesh Laplacian "
 将 RGBA 图像数组从 Numpy 压缩成字符串 , Compresses RGBA image array from Numpy into a string 
 将字符串解压缩为 Numpy RGBA 图像数组 , Unpacks a string into a Numpy RGBA image array 
工具的显示设置,Display settings of the tool
panel_,panel_
 kmeans++ , kmeans++ 
," init values with np.ones((len(values), 4)) "
,'
,.
,DumpToString(AdvApp2Var_ApproxAFunc2Var self) -> std::string
,DumpToString(AdvApprox_ApproxAFunction self) -> std::string
,DumpToString(AdvApprox_SimpleApprox self) -> std::string
,Class decorator for adding a metaclass to a SWIG wrapped class - a slimmed down version of six.add_metaclass
,Meta class to enforce nondynamic attributes (no new attributes) for a class
,myIsHidden : bool
,myHasOwnColor : bool
,myHasOwnTransp : bool
,myHasOwnWidth : bool
,:rtype: None
,DumpToString(AppDef_MultiLine self) -> std::string
,DumpToString(AppDef_MultiPointConstraint self) -> std::string
,DumpToString(AppDef_Variational self) -> std::string
,GetEstLength(AppDef_LinearCriteria self) -> Standard_Real
,"SetEstLength(AppDef_LinearCriteria self, Standard_Real value)"
,DumpToString(AppParCurves_MultiCurve self) -> std::string
,DumpToString(AppParCurves_MultiPoint self) -> std::string
,DumpToString(AppParCurves_MultiBSpCurve self) -> std::string
,DumpToString(Approx_Curve3d self) -> std::string
,DumpToString(Approx_CurvilinearParameter self) -> std::string
,DumpToString(Approx_SweepApproximation self) -> std::string
,__init__(AppStd_Application self) -> AppStd_Application
,__init__(AppStdL_Application self) -> AppStdL_Application
,WriteTOCToString(BinLDrivers_DocumentSection self) -> std::string
,"ReadShapeSectionFromString(BinMNaming_NamedShapeDriver self, std::string src)"
,WriteShapeSectionToString(BinMNaming_NamedShapeDriver self) -> std::string
,"ReadFromString(BinObjMgt_Persistent self, std::string src)"
,WriteToString(BinObjMgt_Persistent self) -> std::string
,"ReadFromString(BinTools_Curve2dSet self, std::string src)"
,WriteToString(BinTools_Curve2dSet self) -> std::string
,"ReadFromString(BinTools_CurveSet self, std::string src)"
,WriteToString(BinTools_CurveSet self) -> std::string
,"ReadFromString(BinTools_LocationSet self, std::string src)"
,WriteToString(BinTools_LocationSet self) -> std::string
,"ReadFromString(BinTools_ShapeSet self, std::string src)"
,"ReadGeometryFromString(BinTools_ShapeSet self, std::string src)"
,"ReadPolygon3DFromString(BinTools_ShapeSet self, std::string src)"
,"ReadPolygonOnTriangulationFromString(BinTools_ShapeSet self, std::string src)"
,"ReadTriangulationFromString(BinTools_ShapeSet self, std::string src)"
,WriteToString(BinTools_ShapeSet self) -> std::string
,WriteGeometryToString(BinTools_ShapeSet self) -> std::string
,WritePolygon3DToString(BinTools_ShapeSet self) -> std::string
,WritePolygonOnTriangulationToString(BinTools_ShapeSet self) -> std::string
,WriteTriangulationToString(BinTools_ShapeSet self) -> std::string
,"ReadFromString(BinTools_SurfaceSet self, std::string src)"
,WriteToString(BinTools_SurfaceSet self) -> std::string
,"GetChangeValue(BlendFunc_Tensor self, Standard_Integer const Row, Standard_Integer const Col, Standard_Integer const Mat) -> Standard_Real"
,"SetChangeValue(BlendFunc_Tensor self, Standard_Integer const Row, Standard_Integer const Col, Standard_Integer const Mat, Standard_Real value)"
,"__eq_wrapper__(Bnd_Range self, Bnd_Range other) -> bool"
,DumpErrorsToString(BOPAlgo_Options self) -> std::string
,DumpWarningsToString(BOPAlgo_Options self) -> std::string
,GetArgumentTypeMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetArgumentTypeMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetContinuityMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetContinuityMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetCurveOnSurfaceMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetCurveOnSurfaceMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetMergeEdgeMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetMergeEdgeMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetMergeVertexMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetMergeVertexMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetRebuildFaceMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetRebuildFaceMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetSelfInterMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetSelfInterMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetSmallEdgeMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetSmallEdgeMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetStopOnFirstFaulty(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetStopOnFirstFaulty(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,GetTangentMode(BOPAlgo_ArgumentAnalyzer self) -> Standard_Boolean
,"SetTangentMode(BOPAlgo_ArgumentAnalyzer self, Standard_Boolean value)"
,DumpToString(BRepBlend_AppSurface self) -> std::string
,DumpToString(BRepExtrema_DistShapeShape self) -> std::string
,StatisticsToString(BRepMesh_DataStructureOfDelaun self) -> std::string
,StatisticsToString(BRepMesh_VertexTool self) -> std::string
,Deserializes TopoDS_Shape from string
,DumpToString(BRepTools_History self) -> std::string
,__init__(BRepTools_History self) -> BRepTools_History
,DumpGeometryToString(BRepTools_ShapeSet self) -> std::string
,DumpPolygon3DToString(BRepTools_ShapeSet self) -> std::string
,DumpPolygonOnTriangulationToString(BRepTools_ShapeSet self) -> std::string
,DumpTriangulationToString(BRepTools_ShapeSet self) -> std::string
,"ReadGeometryFromString(BRepTools_ShapeSet self, std::string src)"
,"ReadPolygon3DFromString(BRepTools_ShapeSet self, std::string src)"
,"ReadPolygonOnTriangulationFromString(BRepTools_ShapeSet self, std::string src)"
,"ReadTriangulationFromString(BRepTools_ShapeSet self, std::string src)"
,WriteGeometryToString(BRepTools_ShapeSet self) -> std::string
,"ReadFromString(CDF_Application self, std::string src)"
,PrintToString(CDM_Document self) -> std::string
,PrintToString(CDM_MetaData self) -> std::string
,"GetChangeParameter(Draft_VertexInfo self, TopoDS_Edge E) -> Standard_Real"
,"SetChangeParameter(Draft_VertexInfo self, TopoDS_Edge E, Standard_Real value)"
,DumpToString(FairCurve_Batten self) -> std::string
,DumpToString(FairCurve_MinimalVariation self) -> std::string
,"GetChangeValue(FEmTool_ProfileMatrix self, Standard_Integer const I, Standard_Integer const J) -> Standard_Real"
,"SetChangeValue(FEmTool_ProfileMatrix self, Standard_Integer const I, Standard_Integer const J, Standard_Real value)"
,"__imul_wrapper__(Geom2d_VectorWithMagnitude self, Standard_Real const other)"
,"__iadd_wrapper__(Geom2d_VectorWithMagnitude self, opencascade::handle< Geom2d_Vector > const other)"
,"__isub_wrapper__(Geom2d_VectorWithMagnitude self, opencascade::handle< Geom2d_Vector > const other)"
,"__itruediv_wrapper__(Geom2d_VectorWithMagnitude self, Standard_Real const other)"
,DumpToString(Geom2dConvert_ApproxCurve self) -> std::string
,DumpToString(GeomConvert_ApproxCurve self) -> std::string
,DumpToString(GeomConvert_ApproxSurface self) -> std::string
,"GetChangeValue(GeomFill_Tensor self, Standard_Integer const Row, Standard_Integer const Col, Standard_Integer const Mat) -> Standard_Real"
,"SetChangeValue(GeomFill_Tensor self, Standard_Integer const Row, Standard_Integer const Col, Standard_Integer const Mat, Standard_Real value)"
,DumpToString(GeomTools_Curve2dSet self) -> std::string
,"ReadFromString(GeomTools_Curve2dSet self, std::string src)"
,"ReadCurve2dFromString(GeomTools_Curve2dSet self, std::string src)"
,WriteToString(GeomTools_Curve2dSet self) -> std::string
,DumpToString(GeomTools_CurveSet self) -> std::string
,"ReadFromString(GeomTools_CurveSet self, std::string src)"
,"ReadCurveFromString(GeomTools_CurveSet self, std::string src)"
,WriteToString(GeomTools_CurveSet self) -> std::string
,DumpToString(GeomTools_SurfaceSet self) -> std::string
,"ReadFromString(GeomTools_SurfaceSet self, std::string src)"
,"ReadSurfaceFromString(GeomTools_SurfaceSet self, std::string src)"
,WriteToString(GeomTools_SurfaceSet self) -> std::string
,"__imul_wrapper__(gp_GTrsf self, gp_GTrsf other)"
,"GetChangeValue(gp_Mat self, Standard_Integer const Row, Standard_Integer const Col) -> Standard_Real"
,"SetChangeValue(gp_Mat self, Standard_Integer const Row, Standard_Integer const Col, Standard_Real value)"
,"__iadd_wrapper__(gp_Mat self, gp_Mat other)"
,"__isub_wrapper__(gp_Mat self, gp_Mat other)"
,"__itruediv_wrapper__(gp_Mat self, Standard_Real const other)"
,"GetChangeValue(gp_Mat2d self, Standard_Integer const Row, Standard_Integer const Col) -> Standard_Real"
,"SetChangeValue(gp_Mat2d self, Standard_Integer const Row, Standard_Integer const Col, Standard_Real value)"
,"__imul_wrapper__(gp_Mat2d self, Standard_Real const other)"
,"__iadd_wrapper__(gp_Mat2d self, gp_Mat2d other)"
,"__isub_wrapper__(gp_Mat2d self, gp_Mat2d other)"
,"__itruediv_wrapper__(gp_Mat2d self, Standard_Real const other)"
,"__imul_wrapper__(gp_Trsf self, gp_Trsf other)"
,"__imul_wrapper__(gp_Vec self, Standard_Real const other)"
,"__iadd_wrapper__(gp_Vec self, gp_Vec other)"
,"__isub_wrapper__(gp_Vec self, gp_Vec other)"
,"__itruediv_wrapper__(gp_Vec self, Standard_Real const other)"
,"GetChangeCoord(gp_XY self, Standard_Integer const theIndex) -> Standard_Real"
,"SetChangeCoord(gp_XY self, Standard_Integer const theIndex, Standard_Real value)"
,"__iadd_wrapper__(gp_XY self, gp_XY other)"
,"__isub_wrapper__(gp_XY self, gp_XY other)"
,"__itruediv_wrapper__(gp_XY self, Standard_Real const other)"
,"GetChangeCoord(gp_XYZ self, Standard_Integer const theIndex) -> Standard_Real"
,"SetChangeCoord(gp_XYZ self, Standard_Integer const theIndex, Standard_Real value)"
,"__iadd_wrapper__(gp_XYZ self, gp_XYZ other)"
,"__isub_wrapper__(gp_XYZ self, gp_XYZ other)"
,"__itruediv_wrapper__(gp_XYZ self, Standard_Real const other)"
,GetEditKeepStatus(IFSelect_EditForm self) -> Standard_Boolean
,"SetEditKeepStatus(IFSelect_EditForm self, Standard_Boolean value)"
,PrintDefsToString(IFSelect_EditForm self) -> std::string
,PrintNamesToString(IFSelect_Editor self) -> std::string
,GetModeSignOnly(IFSelect_SignatureList self) -> Standard_Boolean
,"SetModeSignOnly(IFSelect_SignatureList self, Standard_Boolean value)"
,PrintCountToString(IFSelect_SignatureList self) -> std::string
,PrintSumToString(IFSelect_SignatureList self) -> std::string
,PrintToString(IGESData_IGESWriter self) -> std::string
,GetWriteMode(IGESData_IGESWriter self) -> Standard_Integer
,"SetWriteMode(IGESData_IGESWriter self, Standard_Integer value)"
,GetCValue(Interface_IntVal self) -> Standard_Integer
,"SetCValue(Interface_IntVal self, Standard_Integer value)"
,GetDispatchStatus(Interface_InterfaceModel self) -> Standard_Boolean
,"SetDispatchStatus(Interface_InterfaceModel self, Standard_Boolean value)"
,PrintTraceToString(Interface_MSG self) -> std::string
,"ReadFromString(Interface_MSG self, std::string src)"
,PrintStaticToString(Interface_Static self) -> std::string
,DumpToString(math_BFGS self) -> std::string
,DumpToString(math_BissecNewton self) -> std::string
,DumpToString(math_BracketMinimum self) -> std::string
,DumpToString(math_BracketedRoot self) -> std::string
,DumpToString(math_BrentMinimum self) -> std::string
,DumpToString(math_Crout self) -> std::string
,DumpToString(math_DirectPolynomialRoots self) -> std::string
,"GetValue(math_DoubleTab self, Standard_Integer const RowIndex, Standard_Integer const ColIndex) -> Standard_Real"
,"SetValue(math_DoubleTab self, Standard_Integer const RowIndex, Standard_Integer const ColIndex, Standard_Real value)"
,DumpToString(math_FRPR self) -> std::string
,DumpToString(math_FunctionAllRoots self) -> std::string
,DumpToString(math_FunctionRoot self) -> std::string
,DumpToString(math_FunctionRoots self) -> std::string
,DumpToString(math_FunctionSetRoot self) -> std::string
,DumpToString(math_Gauss self) -> std::string
,DumpToString(math_GaussLeastSquare self) -> std::string
,DumpToString(math_GaussMultipleIntegration self) -> std::string
,DumpToString(math_GaussSetIntegration self) -> std::string
,DumpToString(math_GaussSingleIntegration self) -> std::string
,DumpToString(math_Householder self) -> std::string
,DumpToString(math_IntegerVector self) -> std::string
,"GetValue(math_IntegerVector self, Standard_Integer const theNum) -> Standard_Integer"
,"SetValue(math_IntegerVector self, Standard_Integer const theNum, Standard_Integer value)"
,"__imul_wrapper__(math_IntegerVector self, Standard_Integer const other)"
,"__iadd_wrapper__(math_IntegerVector self, math_IntegerVector other)"
,"__isub_wrapper__(math_IntegerVector self, math_IntegerVector other)"
,DumpToString(math_Jacobi self) -> std::string
,DumpToString(math_Matrix self) -> std::string
,"GetValue(math_Matrix self, Standard_Integer const Row, Standard_Integer const Col) -> Standard_Real"
,"SetValue(math_Matrix self, Standard_Integer const Row, Standard_Integer const Col, Standard_Real value)"
,"__iadd_wrapper__(math_Matrix self, math_Matrix other)"
,"__isub_wrapper__(math_Matrix self, math_Matrix other)"
,"__itruediv_wrapper__(math_Matrix self, Standard_Real const other)"
,DumpToString(math_NewtonFunctionRoot self) -> std::string
,DumpToString(math_NewtonFunctionSetRoot self) -> std::string
,DumpToString(math_NewtonMinimum self) -> std::string
,DumpToString(math_Powell self) -> std::string
,DumpToString(math_SVD self) -> std::string
,DumpToString(math_TrigonometricFunctionRoots self) -> std::string
,DumpToString(math_Uzawa self) -> std::string
,DumpToString(math_Vector self) -> std::string
,"GetValue(math_Vector self, Standard_Integer const theNum) -> Standard_Real"
,"SetValue(math_Vector self, Standard_Integer const theNum, Standard_Real value)"
,"__imul_wrapper__(math_Vector self, Standard_Real const other)"
,"__iadd_wrapper__(math_Vector self, math_Vector other)"
,"__isub_wrapper__(math_Vector self, math_Vector other)"
,"__itruediv_wrapper__(math_Vector self, Standard_Real const other)"
,__init__(Message_Alert self) -> Message_Alert
,DumpToString(Message_Report self) -> std::string
,type
,type:nn
,GetCValue(MoniTool_IntVal self) -> Standard_Integer
,"SetCValue(MoniTool_IntVal self, Standard_Integer value)"
,GetCValue(MoniTool_RealVal self) -> Standard_Real
,"SetCValue(MoniTool_RealVal self, Standard_Real value)"
,DumpToString(MoniTool_Timer self) -> std::string
,DumpTimersToString(MoniTool_Timer self) -> std::string
,PrintToString(MoniTool_TypedValue self) -> std::string
,PrintValueToString(MoniTool_TypedValue self) -> std::string
,"ReadPolygon2DFromString(poly self, std::string src)"
,"ReadPolygon3DFromString(poly self, std::string src)"
,"ReadTriangulationFromString(poly self, std::string src)"
,__init__(Poly self) -> poly
,DumpToString(Poly_CoherentNode self) -> std::string
,"GetChangeValue(Poly_Triangle self, Standard_Integer const theIndex) -> Standard_Integer"
,"SetChangeValue(Poly_Triangle self, Standard_Integer const theIndex, Standard_Integer value)"
,"__ne_wrapper__(Quantity_Color self, Quantity_Color other) -> bool"
,"__eq_wrapper__(Quantity_Color self, Quantity_Color other) -> bool"
,"__ne_wrapper__(Quantity_ColorRGBA self, Quantity_ColorRGBA other) -> bool"
,"__eq_wrapper__(Quantity_ColorRGBA self, Quantity_ColorRGBA other) -> bool"
,GetModifyBigSplineMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
,"SetModifyBigSplineMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
,GetModifyIndirectMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
,"SetModifyIndirectMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
,GetModifyOffestSurfaceMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
,"SetModifyOffestSurfaceMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
,GetModifyOffsetCurveMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
,"SetModifyOffsetCurveMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
,GetModifyTrimmed2dMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
,"SetModifyTrimmed2dMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
,GetModifyTrimmed3dMode(ShapeAnalysis_ShapeContents self) -> Standard_Boolean
,"SetModifyTrimmed3dMode(ShapeAnalysis_ShapeContents self, Standard_Boolean value)"
,GetKeepLoopsMode(ShapeAnalysis_WireOrder self) -> Standard_Boolean
,"SetKeepLoopsMode(ShapeAnalysis_WireOrder self, Standard_Boolean value)"
,GetForceProjection(ShapeAnalysis_TransferParametersProj self) -> Standard_Boolean
,"SetForceProjection(ShapeAnalysis_TransferParametersProj self, Standard_Boolean value)"
,GetAdjustOverDegenMode(ShapeConstruct_ProjectCurveOnSurface self) -> Standard_Integer
,"SetAdjustOverDegenMode(ShapeConstruct_ProjectCurveOnSurface self, Standard_Integer value)"
,GetBuildCurveMode(ShapeConstruct_ProjectCurveOnSurface self) -> Standard_Boolean
,"SetBuildCurveMode(ShapeConstruct_ProjectCurveOnSurface self, Standard_Boolean value)"
,GetConvertBezierSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertBezierSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertConicalSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertConicalSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertCurve2d(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertCurve2d(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertCurve3d(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertCurve3d(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertCylindricalSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertCylindricalSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertExtrusionSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertExtrusionSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertOffsetCurv2d(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertOffsetCurv2d(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertOffsetCurv3d(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertOffsetCurv3d(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertOffsetSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertOffsetSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertPlane(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertPlane(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertRevolutionSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertRevolutionSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertSphericalSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertSphericalSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetConvertToroidalSurf(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetConvertToroidalSurf(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetGMaxDegree(ShapeCustom_RestrictionParameters self) -> Standard_Integer
,"SetGMaxDegree(ShapeCustom_RestrictionParameters self, Standard_Integer value)"
,GetGMaxSeg(ShapeCustom_RestrictionParameters self) -> Standard_Integer
,"SetGMaxSeg(ShapeCustom_RestrictionParameters self, Standard_Integer value)"
,GetSegmentSurfaceMode(ShapeCustom_RestrictionParameters self) -> Standard_Boolean
,"SetSegmentSurfaceMode(ShapeCustom_RestrictionParameters self, Standard_Boolean value)"
,GetManifoldMode(ShapeExtend_WireData self) -> Standard_Boolean
,"SetManifoldMode(ShapeExtend_WireData self, Standard_Boolean value)"
,GetClosedMode(ShapeFix_ComposeShell self) -> Standard_Boolean
,"SetClosedMode(ShapeFix_ComposeShell self, Standard_Boolean value)"
,GetAutoCorrectPrecisionMode(ShapeFix_Face self) -> Standard_Integer
,"SetAutoCorrectPrecisionMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixAddNaturalBoundMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixAddNaturalBoundMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixIntersectingWiresMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixIntersectingWiresMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixLoopWiresMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixLoopWiresMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixMissingSeamMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixMissingSeamMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixOrientationMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixOrientationMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixPeriodicDegeneratedMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixPeriodicDegeneratedMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixSmallAreaWireMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixSmallAreaWireMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixSplitFaceMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixSplitFaceMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixWireMode(ShapeFix_Face self) -> Standard_Integer
,"SetFixWireMode(ShapeFix_Face self, Standard_Integer value)"
,GetRemoveSmallAreaFaceMode(ShapeFix_Face self) -> Standard_Integer
,"SetRemoveSmallAreaFaceMode(ShapeFix_Face self, Standard_Integer value)"
,GetFixFreeFaceMode(ShapeFix_Shape self) -> Standard_Integer
,"SetFixFreeFaceMode(ShapeFix_Shape self, Standard_Integer value)"
,GetFixFreeShellMode(ShapeFix_Shape self) -> Standard_Integer
,"SetFixFreeShellMode(ShapeFix_Shape self, Standard_Integer value)"
,GetFixFreeWireMode(ShapeFix_Shape self) -> Standard_Integer
,"SetFixFreeWireMode(ShapeFix_Shape self, Standard_Integer value)"
,GetFixSameParameterMode(ShapeFix_Shape self) -> Standard_Integer
,"SetFixSameParameterMode(ShapeFix_Shape self, Standard_Integer value)"
,GetFixSolidMode(ShapeFix_Shape self) -> Standard_Integer
,"SetFixSolidMode(ShapeFix_Shape self, Standard_Integer value)"
,GetFixVertexPositionMode(ShapeFix_Shape self) -> Standard_Integer
,"SetFixVertexPositionMode(ShapeFix_Shape self, Standard_Integer value)"
,GetFixVertexTolMode(ShapeFix_Shape self) -> Standard_Integer
,"SetFixVertexTolMode(ShapeFix_Shape self, Standard_Integer value)"
,GetFixFaceMode(ShapeFix_Shell self) -> Standard_Integer
,"SetFixFaceMode(ShapeFix_Shell self, Standard_Integer value)"
,GetFixOrientationMode(ShapeFix_Shell self) -> Standard_Integer
