仅选定骨骼,Only Selected Bones
仅编辑和查看选定的骨骼,Edit and view only selected bones
类型,Type
选择关键帧的可视类型,Select visibiltiy type of keyframes
烘焙类型,Type of Bake
烘焙类型,Type of bake
混合类型,Blend Type
数据类型,Data Type
选择动作数据类型,Select type of action data
重命名图层以匹配所选动作,Rename layer to match to selected action
自动混合,Auto Blend
根据缩放和旋转值自动应用混合类型,Apply blend type automatically based on scale and rotation values
曲线,fcurves
帮助程序，用于检查 fcurves 是否已更改,helper to check if fcurves are changed
动画图层,AnimLayer
静音,Mute
静音动画层,Mute Animation Layer
锁定,Lock
锁定动画层,Lock Animation Layer
独奏,Solo
独奏动画层,Solo Animation Layer
图层影响,Layer Influence
动画影响,Animated Influence
打开/关闭动画影响,Turn Animated influence On/Off
动作,Actions
选择动作,Select action
图层,Layer
每层使用自定义帧范围，而不是场景帧范围,Use a custom frame range per layer instead of the scene frame range
动作起始帧,Action Start Frame
图层的第一帧,First frame of the layer
动作结束帧,Action End Frame
图层的结束帧,End frame of the layer
对象,object
已打开动画层的对象,objects with animation layers turned on
选项卡类别,Tab Category
为面板类别选择名称,Choose a name for the category of the panel
自动检查更新,Auto-check for Update
如果启用，自动检查更新的时间间隔为,"If enabled, auto-check for updates using an interval"
月数,Months
检查更新的间隔月数,Number of months between checking for updates
天数,Days
检查更新之间的天数,Number of days between checking for updates
小时数,Hours
两次检查更新之间的小时数,Number of hours between checking for updates
分钟,Minutes
两次检查更新之间的分钟数,Number of minutes between checking for updates
选项卡类别：,Tab Category:
动画层,Animation Layers
,
通过www.DeepL.com/Translator（免费版）翻译,
